id,text_preview,models,title,priority,has_specs,has_prices,size_chars,tags
bmw_371184_ch051_3175,pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Zapytaj o ofertę Oferta...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,396,finansowanie
bmw_371184_ch052_8807,usługi BMW Leasing 103% oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 103% ceny ...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,258,"cena, finansowanie"
bmw_371184_ch053_8711,", okres leasingu 36 miesięcy oraz kwota wykupu 1%. Kalkulacja została przygotowana w oparciu o zmienną stawkę WIBOR 1M","X1, i4, iX",Oferty i promocje BMW,3,False,True,118,"silnik, finansowanie"
bmw_371184_ch054_0770,", uwzględnia cenę pojazdu oraz aktualnie obowiązujące stopy procentowe. W przypadku zmiany ceny pojazdu lub zmiany stóp procentowych kalkulacja może ulec zmianie. Kalkulacja nie stanowi oferty w rozum...","X1, i4, iX",Oferty i promocje BMW,3,False,True,395,cena
bmw_371184_ch055_9678,prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealeró...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,397,finansowanie
bmw_371184_ch056_4924,dotyczy leasingu pojazdu BMW X2 w ramach usługi BMW Leasing 103% oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu od...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,299,"cena, finansowanie"
bmw_371184_ch057_8711,", okres leasingu 36 miesięcy oraz kwota wykupu 1%. Kalkulacja została przygotowana w oparciu o zmienną stawkę WIBOR 1M","X1, i4, iX",Oferty i promocje BMW,3,False,True,118,"silnik, finansowanie"
bmw_371184_ch058_0770,", uwzględnia cenę pojazdu oraz aktualnie obowiązujące stopy procentowe. W przypadku zmiany ceny pojazdu lub zmiany stóp procentowych kalkulacja może ulec zmianie. Kalkulacja nie stanowi oferty w rozum...","X1, i4, iX",Oferty i promocje BMW,3,False,True,395,cena
bmw_371184_ch059_9678,prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealeró...,"X1, i4, iX",Oferty i promocje BMW,5,True,True,398,"cena, finansowanie"
bmw_371184_ch060_9729,kalkulacja dotyczy leasingu pojazdu BMW X3 xDrive20 o wartości 237 150 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i je...,"X1, i4, iX",Oferty i promocje BMW,5,True,True,257,"cena, finansowanie"
bmw_371184_ch061_1672,", przy okresie leasingu 36 miesięcy oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie...","X1, i4, iX",Oferty i promocje BMW,3,False,True,400,"cena, silnik, finansowanie"
bmw_371184_ch062_3175,pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Zapytaj o ofertę Oferta...,"X1, i4, iX",Oferty i promocje BMW,5,True,True,397,"cena, finansowanie"
bmw_371184_ch063_6701,BMW X5 xDrive30d o wartości 369 000 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Op...,"X1, i4, iX",Oferty i promocje BMW,5,True,True,223,cena
bmw_371184_ch064_1672,", przy okresie leasingu 36 miesięcy oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie...","X1, i4, iX",Oferty i promocje BMW,3,False,True,400,"cena, silnik, finansowanie"
bmw_371184_ch065_3175,pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Zapytaj o ofertę Oferta...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,396,finansowanie
bmw_371184_ch066_3032,usługi BMW Leasing 101% oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 101% ceny ...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,258,"cena, finansowanie"
bmw_371184_ch067_9709,", okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyn...","X1, i4, iX",Oferty i promocje BMW,3,False,True,397,"cena, silnik, finansowanie"
bmw_371184_ch068_7153,Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub nabmw.pl. Zapytaj o ofertę Oferta specjalna Rata miesięczna Od 3900 PLN netto/mies. BMW Comfort Lease...,"X1, i4, iX",Oferty i promocje BMW,3,False,True,274,"cena, finansowanie"
bmw_465354_ch000_0480,BMW Lifestyle. Inspirowane istotą naszej marki: FREUDE. Przejdź do sklepu Najważniejsze cechy Najważniejsze cechy Przejdź do sklepu Przejdź do sklepu Najważniejsze cechy Kolekcje BMW Lifestyle Miniatu...,,BMW Lifestyle: Oficjalne kolekcje,3,False,False,371,
bmw_465354_ch001_5582,", naszą inspiracją i naszą tożsamością. Opowiadamy się za koncepcją świadomych zakupów",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,86,
bmw_465354_ch002_3584,", a dzięki wysokiej klasy materiałom i ponadczasowym kolorom przyczyniamy się do rozwoju skierowanego ku przyszłości. Nasze najważniejsze cechy. Dowiedz się więcej Dowiedz się więcej Dowiedz się więce...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,365,cena
bmw_465354_ch003_4036,", czy jest to kolekcja BMW, BMW M czy też BMW M Motorsport. Wynieś teraz swój styl życia na wyższy poziom. Więcej o kolekcjach BMW Kolekcja BMW. Dzięki kolekcji BMW możesz nie tylko stylowo poruszać s...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,268,cena
bmw_465354_ch004_0633,", lecz także modnie prezentować się poza nimi. Modne wzory, wysokiej jakości materiały i dbałość o szczegóły – odkryj nasz szeroki asortyment i odnajdź swoje inspiracje. Przejdź do sklepu Kolekcja BMW...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,318,"cena, silnik"
bmw_465354_ch005_7409,", co Cię napędza: wydajność, styl i najsilniejszą literę na świecie. Przejdź do sklepu Kolekcja BMW M Motorsport. BMW M ma długą tradycję w sportach motorowych. Marka PUMA®jako oficjalny dostawca kole...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,311,cena
bmw_465354_ch006_9258,", dla kogo biją Twoje i nasze serca. Przejdź do sklepu Miniatury BMW. Miniatury BMW opowiadają wyjątkowe historie. Te skrzętnie zaprojektowane w najdrobniejszych szczegółach pojazdy do złudzenia przyp...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,262,cena
bmw_465354_ch007_2159,", że ich duch epoki pozostanie niezapomniany. Szczególną popularnością cieszą się edycje limitowane. Więcej o miniaturach BMW Akcesoria BMW. Dzięki naszym różnorodnym i praktycznym akcesoriom wnosimy ...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,263,cena
bmw_465354_ch008_7740,", kubki termiczne, torby i wiele innych gadżetów nadają Twojemu stylowi idealny akcent. Więcej o akcesoriach BMW Przejdź do sklepu Bagaż i torby. Przejdź do sklepu Kubek termiczny. Przejdź do sklepu O...",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,356,cena
bmw_465354_ch009_8785,", aby doznawać radości z jazdy. Tutaj znajdziesz jeździki dla dzieci, zdalnie sterowane samochody oraz odzież w sprawdzonej jakości premium. Więcej o produktach BMW dla dzieci",,BMW Lifestyle: Oficjalne kolekcje,3,False,False,175,"cena, silnik"
bmw_106377_ch000_9298,BMW Premium Selection. Samochody używane z certyfikatem. Znajdź BMW dla siebie Odkryj BMW Premium Selection. Odkryj radość z jazdy dzięki samochodom używanym BMW Premium Selection. Zanim używane BMW u...,,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,495,"cena, silnik"
bmw_106377_ch001_4573,", ale zasada. Samochód używany BMW z certyfikatem BMW Premium Selection został sprawdzony podczas kompleksowej kontroli 360°: w ofercie znajdą się tylko te pojazdy, które spełniają wszystkie precyzyjn...",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,320,"cena, silnik"
bmw_106377_ch002_5020,", dzięki czemu zawsze możemy zagwarantować Ci najwyższą jakość. Zobacz na własne oczy! Korzyści na przyszłość. 24-miesięczna ochrona gwarancyjna. Dzięki BMW Premium Selection stawiasz na większe bezpi...",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,491,"cena, silnik"
bmw_106377_ch003_8281,", które przejdą kompleksową kontrolę 360°. Dzięki specjalistycznej wiedzy BMW i najnowocześniejszemu sprzętowi diagnostycznemu nasi eksperci BMW kompleksowo sprawdzają samochody BMW Premium Selection....",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,343,"cena, silnik, serwis"
bmw_106377_ch004_8933,", że po odbiorze Twój samochód nie będzie wymagać serwisowania przez co najmniej 6 miesięcy lub 10 tys. km przebiegu według wskaźnika obsługi serwisowej. Atrakcyjne finansowanie. Dla wszystkich samoch...",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,485,"cena, silnik, finansowanie"
bmw_106377_ch005_1474,", ochronę samochodu i ubezpieczenie pasażerów, a także wyjątkowo łatwą obsługę w przypadku szkody. Chętnie przedstawimy Ci również korzystną rynkowo ofertę płatności za odkup Twojego obecnego pojazdu....",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,331,"cena, silnik, serwis"
bmw_106377_ch006_0853,", wszelkich wypadkach i naprawach. Dlatego każdy certyfikowany pojazd używany BMW ma pełną historię sprawdzoną przez Dealera BMW Premium Selection. Wsiądź do własnego BMW. Wybierz już teraz swój pojaz...",,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,497,"cena, silnik"
bmw_106377_ch007_6199,odpowiadający Twoim konkretnym potrzebom w stale rozwijającej się ofercie i doświadczaj ciągłej radości z jazdy dzięki BMW Premium Selection - pierwszego wyboru dla używanego BMW. Znajdź BMW dla siebi...,,Samochody używane BMW – BMW Premium Selection | Samochody używane z gwarancją.,1,False,False,220,cena
bmw_802829_ch000_2642,"Ekskluzywne modele.Budowane z pasją. Pod każdym względem. W najdrobniejszych szczegółach. BMW i7 M70 xDrive Limuzyna¹: Zużycie energii w cyklu mieszanym WLTP w kWh/100 km: 23,7–20,8",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,181,"cena, silnik"
bmw_802829_ch001_9176,"; zasięg elektryczny, WLTP w km: 490–559 Podane wartości wyznaczono zgodnie z wymaganą procedurą pomiarową WLTP. Rzeczywiste wartości zależą od różnych czynników, np. obciążenia, stylu jazdy, trasy, w...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,367,"cena, silnik, zasięg"
bmw_802829_ch002_7393,", którzy tę pasję z nami dzielą. Począwszy od estetycznej, komfortowej kanapy z tyłu, a skończywszy na dostojnym, kryształowym reflektorze. Od potężnych silników spalinowych po wysoce wydajne napędy e...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,306,"cena, silnik"
bmw_802829_ch003_2255,", jak i na zewnątrz. The XM Label BMW Excellence Club Kultura i sztuka Szeroka gama ekskluzywnych modeli BMW. Limuzyna / Coupé (4) Limuzyna / Coupé (4) BMW i7Zasięg elektryczny (WLTP)Czas ładowania DC...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,393,"cena, zasięg"
bmw_802829_ch004_2715,ładowania DC (poziom naładowania 10–80%) Czas ładowania DC (poziom naładowania 10–80%) SkonfigurujDowiedz się więcej Skonfiguruj Dowiedz się więcej BMW serii 7 LimuzynaZasięg elektryczny (WLTP)Czas tr...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,395,zasięg
bmw_802829_ch005_0203,BMW serii 7 Limuzyna Zasięg elektryczny (WLTP) Zasięg elektryczny (WLTP) Czas trwania ładowania AC (poziom naładowania 0–100%) Czas trwania ładowania AC (poziom naładowania 0–100%) SkonfigurujDowiedz ...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,394,"silnik, zasięg"
bmw_802829_ch006_5068,naładowania 0–100%)Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrachMinimalny czas ładowania AC od 0 do 100% w godzinachPojemność akumulatora w kWhDostępne pojazdyDowiedz się więce...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,395,"cena, silnik, przyspieszenie"
bmw_802829_ch007_8024,ładowania AC (poziom naładowania 0–100%) Czas trwania ładowania AC (poziom naładowania 0–100%) Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrach Wydłużenie zasięgu po 10 minutach ł...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,396,"cena, silnik, przyspieszenie"
bmw_802829_ch008_5414,0 do 100% w godzinach Pojemność akumulatora w kWh Pojemność akumulatora w kWh Dostępne pojazdyDowiedz się więcej Dostępne pojazdy Dowiedz się więcej BMW M8 CoupéZasięg elektryczny (WLTP)Czas trwania ł...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,395,"cena, silnik, przyspieszenie"
bmw_802829_ch009_1413,czas ładowania AC od 0 do 100% w godzinachPojemność akumulatora w kWhDostępne pojazdyDowiedz się więcej BMW M8 Coupé BMW M8 Coupé BMW M8 Coupé Zasięg elektryczny (WLTP) Zasięg elektryczny (WLTP) Czas ...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,397,"cena, silnik, przyspieszenie"
bmw_802829_ch010_5305,po 10 minutach ładowania wysoką mocą w kilometrach Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrach Minimalny czas ładowania AC od 0 do 100% w godzinach Minimalny czas ładowania A...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,397,"cena, silnik, przyspieszenie"
bmw_802829_ch011_1305,Dostępne pojazdy Dowiedz się więcej BMW X7Zasięg elektryczny (WLTP)Czas trwania ładowania AC (poziom naładowania 0–100%)Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrachMinimalny c...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,395,"cena, silnik, przyspieszenie"
bmw_802829_ch012_4557,(WLTP) Zasięg elektryczny (WLTP) Czas trwania ładowania AC (poziom naładowania 0–100%) Czas trwania ładowania AC (poziom naładowania 0–100%) Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w k...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,396,"cena, silnik, przyspieszenie"
bmw_802829_ch013_8204,100% w godzinach Minimalny czas ładowania AC od 0 do 100% w godzinach Pojemność akumulatora w kWh Pojemność akumulatora w kWh SkonfigurujDowiedz się więcej Skonfiguruj Dowiedz się więcej BMW XM LabelZ...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,388,"cena, silnik, przyspieszenie"
bmw_802829_ch014_3723,ładowania wysoką mocą w kilometrachMinimalny czas ładowania AC od 0 do 100% w godzinachPojemność akumulatora w kWhSkonfigurujDowiedz się więcej BMW XM Label BMW XM Label BMW XM Label Zasięg elektryczn...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,398,"cena, silnik, przyspieszenie"
bmw_802829_ch015_6817,naładowania 0–100%) Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrach Wydłużenie zasięgu po 10 minutach ładowania wysoką mocą w kilometrach Minimalny czas ładowania AC od 0 do 100%...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,399,"cena, silnik, przyspieszenie"
bmw_802829_ch016_7483,SkonfigurujDowiedz się więcej Skonfiguruj Dowiedz się więcej BMW i7 eDrive50. BMW i7 łączy zmysłową elegancjęz innowacyjnymi technologiami.W pełni elektryczne BMW i7zapewnia czystą przyjemność z jazdy...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,391,"cena, silnik, zasięg"
bmw_802829_ch017_3940,"BMW i7 eDrive50 Limuzyna¹: Zużycie energii w cyklu mieszanym WLTP w kWh/100 km: 20,3–19,1",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,89,silnik
bmw_802829_ch018_3761,"; zasięg elektryczny, WLTP w km: 574–612 Podane wartości wyznaczono zgodnie z wymaganą procedurą pomiarową WLTP. Rzeczywiste wartości zależą od różnych czynników, np. obciążenia, stylu jazdy, trasy, w...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,282,"cena, silnik, zasięg"
bmw_802829_ch019_2434,", włączonych odbiorników energii (w tym klimatyzacji), ogumienia, stanu starzenia akumulatora. BMW i7 M70. Rewelacyjne osiągi zapewniają ekskluzywne doznania z jazdy. BMW i7 M70 wnosi sportowe nastawi...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,287,"cena, silnik, przyspieszenie"
bmw_802829_ch020_5122,", dzięki czemu przyjemność z jazdy czerpiesz już od pierwszego metra. Skonfiguruj Poproś o kontakt BMW i7 M70 xDrive Limuzyna¹: Zużycie energii w cyklu mieszanym WLTP w kWh/100 km: 23,7–20,8",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,190,"cena, silnik"
bmw_802829_ch021_9176,"; zasięg elektryczny, WLTP w km: 490–559 Podane wartości wyznaczono zgodnie z wymaganą procedurą pomiarową WLTP. Rzeczywiste wartości zależą od różnych czynników, np. obciążenia, stylu jazdy, trasy, w...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,282,"cena, silnik, zasięg"
bmw_802829_ch022_2332,", stanu starzenia akumulatora. BMW SERII 7. Majestatyczne i niebagatelne. Oto BMW Serii 7 - bezsprzeczna ikona klasy. Teraz dostępne z pakietem korzyści obejmującym bogatą paletę wyposażenia. Rozkoszu...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,390,
bmw_802829_ch023_3262,i nagłośnieniem 3D Bowers&Wilkins. Blask zapewnią reflektory z kryształami Swarovskiego i dwutonowe nadwozie. Skonfiguruj Poproś o kontakt BMW 740d xDrive Limuzyna¹: Zużycie energii w cyklu mieszanym ...,,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,224,silnik
bmw_802829_ch024_5304,"; emisja CO₂, cykl mieszany WLTP w g/km: 178–160 Podane wartości określono zgodnie z wymaganą procedurą pomiaru WLTP. Rzeczywiste wartości zależą od różnych czynników, np. obciążenia, stylu jazdy, tra...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,287,"cena, silnik"
bmw_802829_ch025_7874,", włączonych odbiorników energii (w tym klimatyzacji), ogumienia, stanu starzenia akumulatora. Na zewnątrz? Niepowtarzalna prezencja. Opcjonalne kryształowe elementy w reflektorach, charakterystyczne ...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,371,cena
bmw_802829_ch026_1754,", luksusowa część przestrzeni pasażerskiej zaprojektowana została z najwyższą starannością. Kanapa tylna zapewnia niezrównany komfort i może pełnić rolę osobistego miejsca odosobnienia. Może też być o...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,374,cena
bmw_802829_ch027_7423,", który łączy w sobie siłę, dynamikę i elitarność. Ten flagowy model Coupé, Cabrio lub Gran Coupé, jest stworzony dla tych, którzy cenią sobie nie tylko wyjątkowy design, ale również emocjonujące osią...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,337,"cena, silnik"
bmw_802829_ch028_1789,", ekstrasportowy, ekstraprzestronny. BMW serii 8 Gran Coupé jest idealnym połączeniem ekskluzywnego samochodu sportowego i przestronnego sedana. Dla wszystkich",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,159,"cena, silnik"
bmw_802829_ch029_6015,", którzy chętnie dzielą się mocą BMW z innymi. Dostępne pojazdy Poproś o kontakt BMW serii 8 Cabrio. Wolność dla najbardziej wymagających. Stylowy przedział pasażerski z miękkim dachem o klasycznej es...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,328,"cena, silnik"
bmw_802829_ch030_5873,", zarówno z dachem, jak i bez. Dostępne pojazdy Poproś o kontakt BMW M8 Competition Coupé. Dostępne pojazdy Poproś o kontakt BMW M8 Competition Cabrio. Dostępne pojazdy Poproś o kontakt BMW M8 Competi...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,266,
bmw_802829_ch031_5681,", luksusowe, imponujące. BMW X7 zapewnia przestrzeń dla maksymalnie siedmiu osób. Wysokiej klasy materiały i najnowocześniejsze technologie czynią z niego wizytówkę ekskluzywnych SUV-ów marki BMW. Sko...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,304,silnik
bmw_802829_ch032_6399,"; emisja CO₂, cykl mieszany WLTP w g/km: 239–217 Podane wartości określono zgodnie z wymaganą procedurą pomiaru WLTP. Rzeczywiste wartości zależą od różnych czynników, np. obciążenia, stylu jazdy, tra...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,287,"cena, silnik"
bmw_802829_ch033_3785,", włączonych odbiorników energii (w tym klimatyzacji), ogumienia, stanu starzenia akumulatora. BMW X7 M60i xDrive. Sportowy charakter i komfort: BMW X7 M60i xDrive wprowadza moc M Power do segmentu lu...",,Ekskluzywne pojazdy BMW | bmw.pl,3,False,False,346,"cena, silnik"
bmw_215766_ch000_4151,"All in. Simply smart.BMW Financial Services. Twoje nowe BMW jest na wyciągnięcie ręki. Jedyne, czego Ci potrzeba, to finansowanie dopasowane do Twoich potrzeb. W ofercie BMW Financial Services znajdzi...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,219,"cena, finansowanie"
bmw_215766_ch001_1762,", ubezpieczenie oraz usługi serwisowe w jednym pakiecie. Poznaj modele Logowanie do Portalu Klienta Poznaj modele Poznaj modele Leasing i finansowanie Smart Packages Najczęściej zadawane pytania Pozna...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,397,"cena, finansowanie, serwis"
bmw_215766_ch002_2244,wygodnie. Dzięki temu masz więcej czasu na ważne rzeczy. Więcej niż myślisz. Z dodatkami i usługami. Proponujemy więcej niż tylko ofertę finansowania. Dopasowane do Ciebie. Niezależnie od tego,i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,192,cena
bmw_215766_ch003_4023,", czy jest to konfiguracja umowy, indywidualne usługi dodatkowe, czy rata miesięczna. Dopasujemy się do Ciebie. Oryginalne wyposażenie dodatkowe i usługi BMW. Skorzystaj z najlepszej obsługi i poznaj ...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,272,"cena, finansowanie"
bmw_215766_ch004_9300,", jak tego potrzebujesz. Zobacz jakie to proste. Wybierz atrakcyjne finansowanie z elastycznym pakietem usług dodatkowych. Poprowadzimy Cię krok po kroku do Twojego celu. 1. Które BMW Wybierasz? Znajd...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,323,"cena, finansowanie"
bmw_215766_ch005_3245,", co najlepiej odpowiada Twoim potrzebom. 3. Dobierz usługi dodatkowe. Rozszerz swoją umowę lasingu o ubezpieczenie i pakiet korzyści PLUS, który obejmuje naprawy, przeglądy, assistance, czy likwidacj...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,336,"cena, silnik, finansowanie"
bmw_215766_ch006_4140,", u Twojego dealera BMW. 5. Odbierz swoje BMW. Ostatni krok jest najprzyjemniejszy. Odbierasz swoje BMW u dealera lub w BMW Welt. Wybierz finansowanie najlepsze dla Ciebie. BMW Financial Services ofer...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,332,"cena, finansowanie"
bmw_215766_ch007_7525,", które do Ciebie pasuje. BMW Comfort Lease. Twoje miesięczne raty są znacznie niższe niż w tradycyjnym leasingu lub kredycie, dzięki temu, że spłacasz tylko część wartości samochodu, która „zużywa si...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,230,"cena, silnik, finansowanie"
bmw_215766_ch008_5891,", która „zużywa się” w trakcie umowy. Decydujesz, co zrobisz z pojazdem na koniec umowy. Możesz wliczyć do kosztów uzyskania przychodu odpowiednią część opłaty wstępnej i rat leasingowych. Dowiedz się...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,360,"cena, finansowanie"
bmw_215766_ch009_9395,", okres umowy i wartość wykupu. Stajesz się właścicielem samochodu po spłacie rat leasingowych i wartości końcowej. Możesz wliczyć do kosztów uzyskania przychodu odpowiednią część opłaty wstępnej i ra...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,391,"cena, silnik, finansowanie"
bmw_215766_ch010_2353,usług dodatkowych i ciesz się beztroską jazdą Twoim BMW. Ubezpieczenie. Idealna podstawa. Pakiet ten łączy wybraną umowę leasingową lub umowę finansowania z BMW Service Inclusive obejmującym regularne...,i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,398,"cena, finansowanie"
bmw_215766_ch011_1287,PLUS. Finansowanie i usługi są tutaj rozszerzone o praktyczne świadczenia ubezpieczeniowe. Może to być przedłużenie gwarancji lub ubezpieczenie pojazdu,i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,151,finansowanie
bmw_215766_ch012_6542,", które zabezpiecza Cię w nieoczekiwanych sytuacjach. Odpowiednia oferta dla Ciebie. Znajdziesz szybko. Aktualne oferty. Przejdź do aktualnych ofert BMW dostępne od ręki. Znajdź dostępne nowe pojazdy ...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,398,"cena, silnik"
bmw_215766_ch013_6998,specjalna Dostępne z dopłatą NaszEauto Dopłata do zakupu nowego samochodu elektrycznych kategorii M1 w ramach Programu „NaszEauto” Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej (NFOŚiGW) ...,i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,399,"cena, silnik, zasięg"
bmw_215766_ch014_4906,odpowiednich warunków Programu. Program jest skierowany do osób fizycznych oraz osób fizycznych prowadzących jednoosobową działalność gospodarczą. Możliwość uzyskania dopłaty jest ograniczona przyjęty...,i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,399,"cena, silnik, finansowanie"
bmw_215766_ch015_0694,Rata miesięczna Od 890 PLN netto/mies. BMW Comfort Lease Prezentowana kalkulacja dotyczy leasingu pojazdu BMW iX2 eDrive20 o wartości 206 925 zł brutto w ramach usługi BMW Comfort Lease oferowanej prz...,i4,BMW Financial Services: oferty leasingowe i finansowe.,5,True,True,332,"cena, finansowanie"
bmw_215766_ch016_1879,", przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie...",i4,BMW Financial Services: oferty leasingowe i finansowe.,3,False,True,400,"cena, silnik, finansowanie"
