id,text_preview,source_url,title,models,is_model_page,chunk_size,token_estimate
bmw_012867_chunk_015,24 miesiące oraz z rocznym limitem przebiegu 15000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia ...,https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,797,199
bmw_012867_chunk_016,"Financial Services Polska sp. z o.o. Szczegóły oferty są dostępne u Dealerów BMW. [9]Prezentowana kalkulacja dotyczy dodatkowych usług serwisowych w produkcie BMW Comfort Lease PLUS o wartości 271,37 zł netto miesięcznie i jest uzależniona od parametrów finansowych zaprezentowanego leasingu pojazdu ...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,798,199
bmw_012867_chunk_017,"leasingu pojazdu BMW serii 5 Sedan 520i o wartości 262 500,00 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 15%, przy okresie leasingu 36 miesiący oraz z rocznym ...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,794,198
bmw_012867_chunk_018,"Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. [11]Prezentowana kalkulacja dotyczy rocznego pakietu ubezpieczenia OC, AC, NNW i assistance dla leasingowanego pojazdu BMW serii 5. Pakiet ubezpieczenia oferowany jest przez BMW Financial Services Po...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,799,199
bmw_012867_chunk_019,"kół wchodzącej w skład usług serwisowych świadczonych w ramach BMW Comfort Lease PLUS jest zakup kół o wartości 16 800,00 zł brutto. Wartość kół nie jest wliczona do wartości pojazdu. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Powyższe kalkulacje zostały przygotowane na dzień 19 marc...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,796,199
bmw_012867_chunk_020,"w kWh/100 km (cykl mieszany, WLTP): 20,3–18,5; zasięg elektryczny w km (WLTP): 572–624 BMW 520i sDrive: zużycie paliwa w cyklu mieszanym WLTP w l/100 km: 6,4–5,8; emisja CO2 w cyklu mieszanym WLTP: 144–130 Wskazane dane dotyczące zużycia paliwa, emisji CO₂, zużycia energii i zasięgu na napędzie elek...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,797,199
bmw_012867_chunk_021,"oraz w sprawie dostępu do informacji dotyczących naprawy i utrzymania pojazdów w brzmieniu obowiązującym w chwili udzielenia homologacji. Zakresy danych WLTP uwzględniają wszelkie wyposażenie dodatkowe (w tym przypadku z rynku niemieckiego). W przypadku pojazdów, których homologację typu przeprowadz...",https://www.bmw.pl/content/bmw/marketPL/bmw_pl/all-in-simply-smart,ALL IN. SIMPLY SMART,"X5, X3",True,764,191
bmw_903389_chunk_000,BMW ConnectedDrive. Cyfrowe rozwiązania w Twoim BMW. Dzięki innowacyjnym produktom i usługom Connected możesz cieszyć się doskonałymi wrażeniami w podróży. Do Sklepu BMW ConnectedDrive Na skutek regularnych aktualizacji oprogramowania wygląd pokazanych ekranów może odbiegać od rzeczywistego wyglądu ...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,785,196
bmw_903389_chunk_001,Store Do Sklepu BMW ConnectedDrive ConnectedDrive StoreDo Sklepu BMW ConnectedDrive ConnectedDrive Store Do Sklepu BMW ConnectedDrive Zalety BMW ConnectedDrive. Jeszcze lepsze cyfrowe doświadczenie. Jeszcze lepsze cyfrowe doświadczenie. BMW ConnectedDrive oferuje płynne wrażenia z jazdy dzięki integ...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_002,Więcej łączności. Indywidualna personalizacja. Więcej łączności. Indywidualna personalizacja. Dzięki BMW ConnectedDrive każda podróż jest przygodą szytą na miarę. Ciesz się jeszcze większą liczbą aplikacji oferujących osobiste doświadczenia cyfrowe. Zawsze na bieżąco i w sieci. Wygoda w sieci. Wygod...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,799,199
bmw_903389_chunk_003,"korzyści, które oferuje Ci Twój pojazd. BMW iDrive. Doświadcz intuicyjnego środowiska pokładowego, łączącego system operacyjny BMW, wyświetlacze i elementy obsługowe. Wraz z systemem BMW Operating System X debiutuje pierwszy system BMW Panoramic iDrive z wyświetlaczem BMW Panoramic Vision – dla nowy...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,798,199
bmw_903389_chunk_004,w Twoim BMW. Ciesz się najnowszymi hitami na wyświetlaczu centralnym albo zaproś współpasażerów do wspólnej rozgrywki w ekscytujące gry. Dzięki temu czas oczekiwania zamieni się w czystą przyjemność. Więcej o systemie rozrywki BMW Inteligentny asystent osobisty BMW. Słucha i myśli razem z Tobą. Inte...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,794,198
bmw_903389_chunk_005,"nawigacji. Więcej o BMW Maps BMW ConnectedDrive Upgrades. Dzięki różnorodnej ofercie aktualizacji BMW ConnectedDrive i rozszerzeń cyfrowych możesz wyposażyć swoje BMW w nowe funkcje pojazdu, kiedy ich potrzebujesz.¹ BMW Digital Premium. Jeden pakiet, wiele funkcji. Dzięki kompleksowemu pakietowi kor...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_006,"po pasie ruchu. Więcej rozrywki. Streaming wideo oraz gry w samochodzie sprawiają, że czas oczekiwania mija błyskawicznie – pakiet transferu danych jest wliczony w cenę. Aplikacje do BMW M. Wskazywanie dodatkowych danych pojazdu, pomiar czasów przyspieszenia i ekscytujących treści wideo, wyłącznie d...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,796,199
bmw_903389_chunk_007,"Dzięki asystentowi bezpieczeństwa możesz mieć swoje BMW zawsze pod kontrolą. Czujniki natychmiast zgłaszają wszelkie szkody parkingowe lub próby kradzieży, a kamery wszystko rejestrują.² Ulepszona nawigacja dzięki BMW Maps. Więcej informacji w podróży dzięki większej liczbie funkcji. Szczegółowe wid...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,799,199
bmw_903389_chunk_008,Rejestrator kolizji podczas parkowania i powiadomienia Rejestrator jazdy BMW Drive Recorder Rejestrator antykradzieżowy² Funkcje Remote 3D i Inside View Zaawansowane funkcje BMW Maps Informacje o ruchu drogowym w czasie rzeczywistym Przy aktywnym prowadzeniu do celu Nawet bez aktywnej trasy na całej...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,792,198
bmw_903389_chunk_009,"cyfrowym doświadczeniem. Aktywuj lub rozszerz wybór usług cyfrowych dla swojego BMW. Przenieś usługi nawigacji, informacji i wygody na nowy poziom. Dowiedz się więcej o usługach cyfrowych Zarezerwuj indywidualne wyposażenie i usługi. Zawsze na bieżąco i z pełnymi informacjami podczas podróży. BMW Co...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_010,Twojego BMW po pasie ruchu. Więcej o Driving Assistant Plus Asystent parkowania Professional. Zaparkuj swoje BMW z bliskiej odległości za pomocą smartfona w każdej odpowiedniej luce parkingowej. Za pomocą aplikacji My BMW możesz również manewrować swoim pojazdem do przodu i do tyłu. Więcej o asysten...,https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,798,199
bmw_903389_chunk_011,"aktualizacji oprogramowania Twoje BMW jest zawsze w najnowszej wersji. Aktualizacje obejmują również ulepszenia jakości, rozszerzenia funkcji albo nowe funkcje. Jak zaktualizować oprogramowanie BMW. Gdy tylko pojawią się nowe aktualizacje oprogramowania, są one automatycznie pobierane na Twój smartf...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_012,"lub w aplikacji My BMW. Opcje aktualizacji i treści różnią się w zależności od kraju, modelu pojazdu, wyposażenia i statusu pojazdu. Dostosuj przerwy na ładowanie dokładnie do swoich potrzeb. Dzięki nowemu filtrowi „W pobliżu” stację ładowania można wybierać na podstawie pobliskich miejsc, takich ja...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,799,199
bmw_903389_chunk_013,"w swoim BMW. Idealne rozwiązanie, by wypełnić czas oczekiwania. Dostępne z pakietem BMW Digital Premium i kontem Disney+.⁷, ⁸ Hej BMW! BMW Intelligent Personal Assistant. W udoskonalonej wersji oferuje dwa nowe głosy – żeński i męski – oraz rozumie więcej poleceń głosowych, m.in. głosowe wyszukiwani...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,790,197
bmw_903389_chunk_014,"usługom BMW. Aplikacja My BMW. Zawsze na bieżąco. Sprawdzasz status pojazdu, porównujesz ceny na stacjach benzynowych lub umawiasz terminy wizyty w serwisie. Aplikacja My BMW to bezpośrednie połączenie z Twoim BMW. Do App Store Do Sklepu Google Play Najczęściej zadawane pytania dotyczące BMW Connect...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,798,199
bmw_903389_chunk_015,"czasie rzeczywistym, takich jak BMW Maps czy BMW Charging. W zależności od wyposażenia Twojego BMW w BMW iDrive aplikacje i funkcje pojazdu mogą być obsługiwane za pomocą inteligentnego asystenta osobistego BMW, dotykania wyświetlacza centralnego, kontrolera BMW lub za pośrednictwem podłączonego sma...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,794,198
bmw_903389_chunk_016,"które sprawiają, że podróż jest bezpieczniejsza, wygodniejsza i przyjemniejsza. Czy Twoje BMW ma wbudowaną i aktywną kartę SIM? Zarejestruj się i utwórz nowy BMW ID na stronie logowania aplikacji My BMW lub w portalu My BMW na stronie internetowej BMW w Twoim kraju. Możesz również rozpocząć proces r...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,794,198
bmw_903389_chunk_017,"sposób łączą pojazd ze światem zewnętrznym. Obejmuje to usługi telematyczne, takie jak usługi nawigacyjne i obsługa głosowa. Ponadto systemy wspomagania kierowcy, połączenia dla urządzeń mobilnych, a także oferta systemu rozrywki i usługi drogowe sprawiają, że każda podróż jest wygodniejsza. W jakic...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,794,198
bmw_903389_chunk_018,"alarmowe. W celu świadczenia usług BMW ConnectedDrive, takich jak inteligentne połączenie alarmowe BMW i TeleService itp., dane są wymieniane między pojazdem a BMW za pośrednictwem sieci komórkowej i przetwarzane w BMW w celu świadczenia usług. Więcej informacji na temat tych danych można znaleźć w ...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,798,199
bmw_903389_chunk_019,"ConnectedDrive Upgrades' możesz również dokupić później w sklepie BMW ConnectedDrive funkcje pojazdu, które w przeszłości były dostępne tylko jako fabryczne wyposażenie dodatkowe i zainstalować je w pojeździe za pośrednictwem sieci. Przegląd funkcji dostępnych dla Twojego BMW możesz znaleźć w sklepi...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_020,"Digital Premium? BMW Digital Premium to opcjonalna oferta dla modeli BMW z systemem BMW Operating System od wersji 9. Rozszerza podstawowe funkcje systemu o dodatkowe usługi cyfrowe. Należą do nich m.in. zaawansowane funkcje nawigacyjne, oferty rozrywkowe wraz z pakietem transferu danych oraz – w za...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,797,199
bmw_903389_chunk_021,"Zoom, Spotify czy YouTube. Otrzymujesz także dodatkowe funkcje BMW Maps, na przykład RTTI na całej mapie nawet bez aktywnego prowadzenia do celu, a także widoki 3D i satelitarny.W systemie Operating System X pakiet BMW Digital Premium rozszerza funkcjonalność Twojego pojazdu o asystenta bezpieczeńst...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,799,199
bmw_903389_chunk_022,"dostawcą. Jak mogę wykupić BMW Digital Premium? Jak mogę wykupić BMW Digital Premium? BMW Digital Premium można zarezerwować w zależności od kraju za pośrednictwem sklepu BMW ConnectedDrive, aplikacji My BMW lub bezpośrednio w pojeździe w ramach abonamentu miesięcznego lub rocznego. Usługę można wyg...",https://www.bmw.pl/pl/digital-services/bmw-connecteddrive.html,BMW ConnectedDrive: Usługi cyfrowe i łączność,,True,616,154
bmw_612104_chunk_000,BMW iDrive. Intuicyjny system wyświetlania i obsługi BMW iDrive zapewnia doskonałą orientację na kierowcę w każdym BMW. W modelach z zainstalowanym Operating System X system BMW Panoramic iDrive zapewnia indywidualne doznania z jazdy. Na skutek regularnych aktualizacji oprogramowania wygląd pokazany...,https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,800,200
bmw_612104_chunk_001,"z odbiorników energii, temperatura otoczenia oraz dostępna moc ładowania na stacji ładowania. Co otrzymasz BMW Operating System Najczęściej zadawane pytania Pozostałe usługi cyfrowe BMW Panoramic iDrive z innowacyjnym systemem BMW Operating System X. Nowy system BMW Panoramic iDrive kształtuje cyfro...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,799,199
bmw_612104_chunk_002,"iDrive przekazuje właściwe informacje we właściwym czasie i miejscu. Istotne informacje oraz opcjonalne wizualizacje 3D prezentowane są w Twoim polu widzenia – czytelnie i z możliwością intuicyjnej obsługi. Jazda – tak prosta i przyjemna jak nigdy dotąd. Nowy, opcjonalny wyświetlacz BMW Head‑Up 3D p...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,798,199
bmw_612104_chunk_003,Przegląd wszystkich ważnych szczegółów. BMW Panoramic Vision wyświetla istotne informacje na całej szerokości przedniej szyby. W części środkowej i po stronie pasażera znajduje się miejsce na dowolnie konfigurowalne widżety oraz spersonalizowany wyświetlacz informacji i funkcji. Wszechstronne możliw...,https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,799,199
bmw_612104_chunk_004,"i inne elementy tworzą harmonijną grę, która na nowo definiuje Twój czas spędzony za kierownicą. BMW Intelligent Personal Assistant z ulepszonym rozpoznawaniem głosu reaguje natychmiast. Oferuje łatwy dostęp do takich funkcji jak nawigacja, komunikacja, system rozrywki i obsługa pojazdu. Uzupełnieni...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,797,199
bmw_612104_chunk_005,"lub dynamicznych chwil jazdy dostosowanych do Twoich upodobań – maksymalnie zindywidualizowanych w trybie Personal Mode, dynamicznych w trybie Sport Mode, efektywnych w trybie Efficient Mode lub wyjątkowo spokojnych w trybie Silent Mode. Nasza najnowsza generacja systemów operacyjnych BMW. BMW Opera...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,793,198
bmw_612104_chunk_006,"Games i strumieniowaniu filmów podczas przerw w jeździe dostępne są również nowe treści cyfrowe.¹ BMW Operating System 9. Możesz nim sterować równie intuicyjnie za pomocą głosu i dotyku. Korzystaj z szerokiej oferty usług łączności, aplikacji takich jak nawigacja oraz z asystenta BMW Intelligent Per...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,798,199
bmw_612104_chunk_007,"iDrive i jakie funkcje oferuje? Oprócz klasycznej koncepcji wyświetlania i obsługi BMW iDrive oferuje zintegrowane usługi telematyczne i sieciowe, przetwarzanie i przygotowywanie danych, podłączanie urządzeń końcowych, głęboką integrację aplikacji dostawców zewnętrznych lub smartfonów, a także płynn...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,790,197
bmw_612104_chunk_008,"Jest ona również dostępna w aplikacji My BMW jako BMW Driver’s Guide dla systemów iOS i Android. Jaki system operacyjny ma moje BMW? Jaki system operacyjny ma moje BMW? System operacyjny BMW w Twoim pojeździe zależy od różnych czynników. Należą do nich model, dostępność i pakiety wyposażenia. Aby uz...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,799,199
bmw_612104_chunk_009,"środkowej Twojego BMW. Kontroler BMW iDrive służy do obsługi systemu iDrive, który może być używany do sterowania różnymi funkcjami pojazdu, takimi jak nawigacja, multimedia, ustawienia pojazdu lub usługi komunikacyjne. Składa się on z elementu sterującego, który obsługuje się intuicyjnie poprzez ob...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,794,198
bmw_612104_chunk_010,"i zoptymalizowaną obsługą dotykową. W przypadku BMW Operating System 9 można dodatkowo wykupić opcjonalny pakiet BMW Digital Premium. Oba systemy zapewniają również dostęp do dodatkowych opcji systemu rozrywki, takich jak gry i streaming wideo. Czy możliwa jest aktualizacja BMW Operating System? Czy...",https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,796,199
bmw_612104_chunk_011,innych usług cyfrowych. Funkcje na żądanie. Czy chcesz na przykład dodać Driving Assistant Plus do swojego BMW w późniejszym terminie? Zamów wygodnie zdalnie za pośrednictwem sklepu BMW ConnectedDrive Store i korzystaj od razu po zakupie. Do Sklepu BMW ConnectedDrive Powrót do strony startowej BMW C...,https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,794,198
bmw_612104_chunk_012,Key Obowiązkowe informacje prawne. Na skutek regularnych aktualizacji oprogramowania wygląd pokazanych ekranów może odbiegać od rzeczywistego wyglądu ekranów w samochodzie. Pokazywane w pojeździe zasięg i moc ładowania służą w celach ilustracyjnych i porównawczych według WLTP. Rzeczywiste wartości i...,https://www.bmw.pl/pl/digital-services/bmw-idrive.html,BMW iDrive: przedstawiamy inteligentne funkcje,,True,613,153
bmw_762332_chunk_000,"BMW Digital Key. Zostaw kluczyk do samochodu w domu. Jego funkcję przejmie Twój smartfon i smartwatch. Dzięki cyfrowemu kluczykowi BMW dostęp do pojazdu jest wygodny, intuicyjny i włączony w środowisko sieciowe.¹ Na skutek regularnych aktualizacji oprogramowania wygląd pokazanych ekranów może odbieg...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,800,200
bmw_762332_chunk_001,"BMW ConnectedDrive Dużo więcej niż tylko kluczyk. Odblokuj i uruchom swoje BMW za pomocą urządzeń mobilnych i po prostu udostępnij je innym osobom za pośrednictwem wiadomości tekstowej. Dzięki BMW Digital Key Twoja podróż jest wygodniejsza, bardziej uniwersalna i nowoczesna.¹ Łatwość konfiguracji. P...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,792,198
bmw_762332_chunk_002,"Key Plus, kluczyk cyfrowy zostanie rozpoznany, a drzwi odblokowane. Przy uruchamianiu pojazdu możesz pozostawić swój smartfon w kieszeni. Gdy się oddalisz, Twoje BMW zostanie automatycznie zamknięte. Po prostu udostępnij. W zależności od pojazdu i urządzenia, w pojeździe może być skonfigurowanych do...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,797,199
bmw_762332_chunk_003,"otworzyć swoje BMW bez fizycznego klucza. Dodatkowo możesz korzystać z wielu innych funkcji. To takie proste.¹ 1. Sprawdź zgodność. Upewnij się, że Twój model BMW i urządzenia mobilne spełniają wymagania dotyczące funkcji BMW Digital Key. Kompatybilne smartfony i smartwatche 2. Zacznij od Setup Card...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,788,197
bmw_762332_chunk_004,"do swojego BMW jeden raz przy użyciu fizycznego kluczyka i aktywuj cyfrowy kluczyk w portfelu swojego smartfona. Indywidualne powitanie, indywidualne sterowanie. Twoje BMW reaguje, gdy się zbliżasz i możesz nim sterować tak, jak chcesz. Z aplikacją My BMW oraz w portfelu, w smartfonie i smartwatchu....",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,798,199
bmw_762332_chunk_005,"się automatycznie, gdy tylko zbliżysz się ze smartfonem lub smartwatchem.³ Określ, kto może korzystać z jakich funkcji. Spersonalizuj kluczyk BMW Digital Key dla każdego użytkownika. Role i uprawnienia mogą być elastycznie dostosowywane w zależności od modelu i urządzenia. Możesz na przykład nadać p...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,798,199
bmw_762332_chunk_006,"z BMW Digital Key Plus i funkcji zdalnego parkowania w ciasnych miejscach parkingowych i poza nimi. Możesz także otwierać i zamykać bagażnik na przykład w aplikacji My BMW, a nawet możesz kontrolować najważniejsze funkcje portfela iPhone'a lub zegarka Apple Watch za pomocą głosu. Kluczyk cyfrowy Klu...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,792,198
bmw_762332_chunk_007,"Plus możesz używać kompatybilnych urządzeń mobilnych jako kluczyka do pojazdu Kluczyk możesz udostępniać cyfrowo nawet 17 osobom. Gdy zbliżysz się do swojego BMW, samochód odblokuje się automatycznie, witając Cię światłami. Service Card na wszelki wypadek. Planowana wizyta w warsztacie, parkowanie s...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,799,199
bmw_762332_chunk_008,"zadawane pytania. Co jest potrzebne do korzystania z BMW Digital Key? Co jest potrzebne do korzystania z BMW Digital Key? BMW Digital Key Plus jest dostępny w wielu nowych modelach z datą produkcji od lipca 2021 r., a BMW Digital Key w pozostałych modelach od lipca 2020 r. Informacje o tym, które mo...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,791,197
bmw_762332_chunk_009,"(ultraszerokopasmowa, UWB) jest niedozwolona. Ze względu na wymogi prawne funkcja może być tam ograniczona. W takich przypadkach dostęp do pojazdu gwarantuje Near-Field Communication (NFC). W tym celu należy przytrzymać urządzenie mobilne przy zewnętrznej klamce. Jak bezpieczny jest BMW Digital Key?...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,797,199
bmw_762332_chunk_010,"jeśli mój smartfon wymaga naładowania? Co zrobić, jeśli mój smartfon wymaga naładowania? Możesz odblokować i uruchomić swój pojazd, nawet jeśli smartfon lub smartwatch wymaga naładowania. Przy odpowiedniej konfiguracji nadal możesz używać go jako kluczyka przez kilka godzin po wyłączeniu. Aby to zro...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,799,199
bmw_762332_chunk_011,"połączenie nie jest już wymagane w celu otwarcia i zamknięcia pojazdu, a także uruchomienia silnika. Pozwala to na korzystanie z cyfrowego kluczyka całkowicie niezależnie od Internetu, na przykład na parkingach podziemnych lub w strefach o słabym zasięgu sieci. Czym jest Setup Card i jak jej używać?...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,799,199
bmw_762332_chunk_012,"Key, który od marca 2025 roku będzie dostarczany z wieloma modelami BMW. Po skonfigurowaniu BMW Digital Key należy przechowywać kartę Setup Card w bezpiecznym miejscu poza pojazdem. W celu udostępniania cyfrowego kluczyka karta nie jest wymagana. Jeśli Twoje BMW zostało przekazane bez karty Setup Ca...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,796,199
bmw_762332_chunk_013,osobom nie są już potrzebne fizyczne kluczyki pojazdu. Czym jest Service Card i jak jej używać? Czym jest Service Card i jak jej używać? Service Card leży nieaktywna w pojeździe i w razie potrzeby może być aktywowana i używana jako standardowy kluczyk. Kartę wystarczy umieścić w schowku na smartfon ...,https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,791,197
bmw_762332_chunk_014,"jej pozostawiać w pojeździe ze względów bezpieczeństwa. Service Card oferuje funkcjonalność podobną do znanej Key Card i będzie dostarczana z wieloma modelami BMW od marca 2025 roku. Czy nadal dostanę kluczyk fizyczny? Czy nadal dostanę kluczyk fizyczny? Tak, zawsze otrzymujesz kluczyk fizyczny, naw...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,799,199
bmw_762332_chunk_015,"w samochodzie wyposażonym w BMW Operating System, wyświetlacze i elementy obsługi, a także wysoce wydajne przetwarzanie danych. Do BMW iDrive Funkcje na żądanie. Czy chcesz na przykład dodać Driving Assistant Plus do swojego BMW w późniejszym terminie? Usługę możesz wygodnie zamówić zdalnie za pośre...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,799,199
bmw_762332_chunk_016,"wygląd pokazanych ekranów może odbiegać od rzeczywistego wyglądu ekranów w samochodzie. ¹ Pełny zakres funkcji przedstawionych na tej stronie jest dostępny tylko w BMW Digital Key Plus. BMW Digital Key oferuje funkcje, które nie są oparte na automatycznym rozpoznawaniu urządzenia mobilnego podczas z...",https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,797,199
bmw_762332_chunk_017,funkcje są początkowo dostępne tylko dla urządzeń z systemem iOS.² Wymaganiem technicznym dla tego wyposażenia jest system operacyjny iOS 18.4 oraz kompatybilny pojazd. Wersja dla systemu Android zostanie udostępniona w późniejszym terminie. ³ Inteligentna klapka gniazda ładowania jest dostępna od B...,https://www.bmw.pl/pl/digital-services/bmw-digital-key.html,BMW Digital Key,,True,322,80
bmw_210736_chunk_000,"Informacje o akcjach przywoławczych BMW. Akcje przywoławcze i stały rozwój każdej serii to działania podejmowane w trosce o bezpieczeństwo i najwyższą jakość, które są następstwem tolerancji produkcyjnej. Oczywiście bierzemy pełną odpowiedzialność za jakość i bezpieczeństwo naszych produktów. Z tego...",https://www.bmw.pl/pl/footer/quick-link/bmw-vehicle-recalls.html,Akcje przywoławcze BMW.pl,,True,798,199
